,Candidate Name,Party,Criminal Cases,Education,Age,Assets,Liabilities,District,Election,EduRank
10,Chittayam Gopakumar,CPI,0,10th Pass,50,"Rs 18,96,205 ~ 18 Lacs+","Rs 6,46,466 ~ 6 Lacs+",PATHANAMTHITTA,Kerala2016,0
11,Fawseena Thakbeer,SDPI,0,Graduate Professional,27,"Rs 16,24,643 ~ 16 Lacs+","Rs 5,35,413 ~ 5 Lacs+",PATHANAMTHITTA,Kerala2016,0
12,Geethamma Madhavan,IND,0,10th Pass,37,"Rs 1,10,200 ~ 1 Lacs+",Rs 0 ~,PATHANAMTHITTA,Kerala2016,0
13,Habeeb Rahman,Peoples Democratic Party,0,8th Pass,52,"Rs 34,81,235 ~ 34 Lacs+","Rs 9,45,000 ~ 9 Lacs+",PATHANAMTHITTA,Kerala2016,0
14,Joseph M Puthussery,Kerala Congress (M),0,Graduate Professional,57,"Rs 97,09,598 ~ 97 Lacs+","Rs 2,10,544 ~ 2 Lacs+",PATHANAMTHITTA,Kerala2016,0
15,Joshi Joseph,Welfare Party Of India,0,8th Pass,39,"Rs 11,92,198 ~ 11 Lacs+","Rs 3,30,000 ~ 3 Lacs+",PATHANAMTHITTA,Kerala2016,0
16,Jyothish M R,SDPI,0,10th Pass,44,"Rs 46,000 ~ 46 Thou+",Rs 0 ~,PATHANAMTHITTA,Kerala2016,0
17,M T Ramesh,BJP,1,Graduate,45,"Rs 14,14,000 ~ 14 Lacs+","Rs 2,00,000 ~ 2 Lacs+",PATHANAMTHITTA,Kerala2016,7
18,Mariamma Cherian,INC,0,12th Pass,69,"Rs 1,61,02,355 ~ 1 Crore+",Rs 0 ~,PATHANAMTHITTA,Kerala2016,0
19,Mathew T Thomas,JD(S),4,Graduate Professional,54,"Rs 1,15,49,368 ~ 1 Crore+","Rs 2,68,972 ~ 2 Lacs+",PATHANAMTHITTA,Kerala2016,0
20,Padmakumar K,Bharath Dharma Jana Sena,3,Others,51,"Rs 3,99,59,492 ~ 3 Crore+","Rs 28,47,664 ~ 28 Lacs+",PATHANAMTHITTA,Kerala2016,0
21,Prasad Uthimoodu,BSP,0,8th Pass,40,"Rs 1,32,000 ~ 1 Lacs+","Rs 50,000 ~ 50 Thou+",PATHANAMTHITTA,Kerala2016,0
22,Raju Abraham,CPI(M),1,Graduate,54,"Rs 66,60,166 ~ 66 Lacs+","Rs 6,70,437 ~ 6 Lacs+",PATHANAMTHITTA,Kerala2016,7
23,Reyash,SDPI,0,10th Pass,36,"Rs 6,39,850 ~ 6 Lacs+",Rs 0 ~,PATHANAMTHITTA,Kerala2016,0
24,Saji Kadampanad,BSP,0,10th Pass,35,"Rs 84,000 ~ 84 Thou+",Rs 0 ~,PATHANAMTHITTA,Kerala2016,0
25,Santhosh Kumar S,BSP,1,12th Pass,40,"Rs 5,000 ~ 5 Thou+",Rs 0 ~,PATHANAMTHITTA,Kerala2016,0
26,Shaji Mezhuveli,IND,0,Not Given,49,Nil,Rs 0 ~,PATHANAMTHITTA,Kerala2016,0
27,Shaju,INC,0,10th Pass,53,"Rs 29,12,551 ~ 29 Lacs+","Rs 4,22,280 ~ 4 Lacs+",PATHANAMTHITTA,Kerala2016,0
28,Simi M Jacob,SDPI,0,Graduate Professional,32,"Rs 2,89,000 ~ 2 Lacs+","Rs 3,00,000 ~ 3 Lacs+",PATHANAMTHITTA,Kerala2016,0
29,Sreekanth M Vallakkottu,SP,0,Graduate,44,"Rs 9,68,326 ~ 9 Lacs+","Rs 10,41,000 ~ 10 Lacs+",PATHANAMTHITTA,Kerala2016,7
30,Sudheer P,BJP,8,Graduate Professional,34,"Rs 3,34,736 ~ 3 Lacs+",Rs 0 ~,PATHANAMTHITTA,Kerala2016,0
31,Suresh V,IND,0,10th Pass,30,"Rs 6,000 ~ 6 Thou+",Rs 0 ~,PATHANAMTHITTA,Kerala2016,0
32,T Amrithakumar,BSP,0,Graduate Professional,50,"Rs 17,04,400 ~ 17 Lacs+","Rs 4,75,000 ~ 4 Lacs+",PATHANAMTHITTA,Kerala2016,0
33,Varughese Thomas,IND,0,10th Pass,51,"Rs 53,80,000 ~ 53 Lacs+","Rs 8,35,000 ~ 8 Lacs+",PATHANAMTHITTA,Kerala2016,0
34,Veena George,CPI(M),0,Post Graduate,39,"Rs 1,63,47,050 ~ 1 Crore+","Rs 58,91,545 ~ 58 Lacs+",PATHANAMTHITTA,Kerala2016,0
35,Vishnu Raj T,Peoples Democratic Party,0,10th Pass,25,Rs 750 ~ 7 Hund+,Rs 0 ~,PATHANAMTHITTA,Kerala2016,0
36,Vishnu S,SHS,0,10th Pass,26,"Rs 1,500 ~ 1 Thou+",Rs 0 ~,PATHANAMTHITTA,Kerala2016,0
0,A. Abdul Rasheed,CPI(M),16,Graduate Professional,58,"Rs 5,80,03,658 ~ 5 Crore+","Rs 14,17,900 ~ 14 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
1,A.noushad,Akhila Kerala Trinamool Party,2,5th Pass,51,"Rs 5,46,000 ~ 5 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
2,A.p. Kakkad,IND,0,10th Pass,51,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
3,A.silvaster,IND,0,8th Pass,50,"Rs 2,70,000 ~ 2 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
4,A.t.george,INC,4,Graduate,63,"Rs 1,07,78,563 ~ 1 Crore+","Rs 3,22,211 ~ 3 Lacs+",THIRUVANANTHAPUR,Kerala2016,7
5,Abdul Jaleel.m,SDPI,0,8th Pass,46,"Rs 81,74,000 ~ 81 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
6,Abdul Salam,SDPI,0,10th Pass,58,"Rs 14,57,345 ~ 14 Lacs+","Rs 9,30,000 ~ 9 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
7,Abdul Salam.a,SDPI,0,12th Pass,66,"Rs 12,61,500 ~ 12 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
8,Adv.k.r.anish,BSP,0,Graduate Professional,39,"Rs 6,00,000 ~ 6 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
9,Aji,Bharath Dharma Jana Sena,0,Graduate Professional,45,"Rs 50,00,085 ~ 50 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
10,Aji,SHS,2,10th Pass,40,"Rs 16,03,000 ~ 16 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
11,Ajith,IND,0,8th Pass,30,"Rs 1,200 ~ 1 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
12,Ajith Kumar,IND,0,10th Pass,48,Rs 500 ~ 5 Hund+,Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
13,Ajitha,IND,0,Graduate,30,Rs 250 ~ 2 Hund+,Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,7
14,Ambili.v,Peoples Democratic Party,0,12th Pass,33,"Rs 4,050 ~ 4 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
15,Andoorkonam Sulfi,Peoples Democratic Party,1,10th Pass,43,"Rs 24,09,916 ~ 24 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
16,Aneesh,IND,1,12th Pass,30,Rs 750 ~ 7 Hund+,Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
17,Anil. K,Ambedkarite Party of India,0,10th Pass,25,"Rs 2,000 ~ 2 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
18,Antony Raju New Colony,IND,0,12th Pass,33,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
19,Ashraf,SDPI,0,10th Pass,39,"Rs 30,82,265 ~ 30 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
20,B.satyan,CPI(M),5,Graduate Professional,49,"Rs 41,70,883 ~ 41 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
21,Bhasidharan Nair,IND,0,5th Pass,59,"Rs 5,32,343 ~ 5 Lacs+","Rs 1,34,166 ~ 1 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
22,Biju. S.r,BSP,3,10th Pass,41,"Rs 1,10,77,000 ~ 1 Crore+","Rs 14,00,000 ~ 14 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
23,Binoy,BSP,0,10th Pass,37,Rs 100 ~ 1 Hund+,Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
24,Bipin .m.i,BSP,0,Graduate,28,"Rs 6,500 ~ 6 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,7
25,C. Anilkumar,BSP,0,10th Pass,49,"Rs 6,38,300 ~ 6 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
26,C.k.harindrakumar,CPI(M),6,12th Pass,59,"Rs 21,96,000 ~ 21 Lacs+","Rs 7,87,420 ~ 7 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
27,C.r.thulasi,IND,0,8th Pass,47,"Rs 2,12,000 ~ 2 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
28,Chandrababu,Revolutionary Socialist Party,0,Graduate,45,"Rs 20,53,647 ~ 20 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,7
29,Chithralekha.e,BSP,3,10th Pass,40,"Rs 1,000 ~ 1 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
30,Christopher Shaju,IND,0,12th Pass,41,"Rs 14,20,000 ~ 14 Lacs+","Rs 10,00,000 ~ 10 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
31,Dalumugham Johny Thampy,IND,0,12th Pass,52,"Rs 10,500 ~ 10 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
32,Divakaran,IND,0,8th Pass,69,"Rs 12,200 ~ 12 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
33,Divakaran.c,CPI,12,Graduate Professional,73,"Rs 51,57,394 ~ 51 Lacs+","Rs 1,50,000 ~ 1 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
34,Dr.p.p.vava,BJP,0,Graduate Professional,71,"Rs 1,15,31,300 ~ 1 Crore+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
35,G. Ajith,SHS,4,10th Pass,38,"Rs 6,01,000 ~ 6 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
36,Gopakumar,SUCI(C),0,12th Pass,44,"Rs 50,448 ~ 50 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
37,J.vikraman,IND,0,Graduate,52,Nil,Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,7
38,Jabbar,Peoples Democratic Party,1,10th Pass,45,"Rs 30,04,997 ~ 30 Lacs+","Rs 4,15,866 ~ 4 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
39,Jain Wilson,IND,0,Graduate,53,"Rs 25,000 ~ 25 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,7
40,Jameela Prakasam,JD(S),3,Post Graduate,58,"Rs 97,58,018 ~ 97 Lacs+","Rs 8,31,719 ~ 8 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
41,Jayachandran Nair,BJP,5,12th Pass,52,"Rs 51,01,000 ~ 51 Lacs+","Rs 3,26,000 ~ 3 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
42,Jayanthakumar.b,SHS,0,10th Pass,57,"Rs 1,21,000 ~ 1 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
43,Joy V,CPI(M),3,Graduate Professional,50,"Rs 49,73,547 ~ 49 Lacs+","Rs 8,00,000 ~ 8 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
44,K Muraleedharan,INC,0,Graduate,58,"Rs 13,04,42,521 ~ 13 Crore+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,7
45,K. Sasikumar,IND,0,10th Pass,56,"Rs 2,000 ~ 2 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
46,K.ansalan,CPI(M),7,12th Pass,50,"Rs 12,06,159 ~ 12 Lacs+","Rs 3,00,000 ~ 3 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
47,K.s.ajith Kumar,INC,0,12th Pass,47,"Rs 21,74,742 ~ 21 Lacs+","Rs 4,35,000 ~ 4 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
48,Kadakampally Surendran,CPI(M),45,Graduate,63,"Rs 56,22,332 ~ 56 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,7
49,Kochumani,BSP,0,10th Pass,48,"Rs 69,100 ~ 69 Thou+","Rs 46,000 ~ 46 Thou+",THIRUVANANTHAPUR,Kerala2016,0
50,Kummanam Rajasekharan,BJP,0,Graduate,63,"Rs 10,49,714 ~ 10 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,7
51,M. Sugathan,IND,3,5th Pass,44,"Rs 10,42,750 ~ 10 Lacs+","Rs 50,000 ~ 50 Thou+",THIRUVANANTHAPUR,Kerala2016,0
52,M.a.vahid,INC,1,Graduate Professional,66,"Rs 98,20,020 ~ 98 Lacs+","Rs 11,00,000 ~ 11 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
53,M.c.jayalal,IND,0,5th Pass,52,"Rs 1,00,100 ~ 1 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
54,M.k.manojkumar,SDPI,3,Graduate Professional,49,"Rs 32,85,000 ~ 32 Lacs+","Rs 2,90,600 ~ 2 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
55,M.vincent,INC,7,Graduate Professional,48,"Rs 13,48,011 ~ 13 Lacs+","Rs 18,46,077 ~ 18 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
56,Manimekhala,IND,0,Graduate,59,"Rs 5,73,05,579 ~ 5 Crore+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,7
57,Maniraj,IND,0,8th Pass,33,"Rs 9,21,800 ~ 9 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
58,Mekkansi K John,BSP,0,8th Pass,40,"Rs 11,000 ~ 11 Thou+","Rs 13,000 ~ 13 Thou+",THIRUVANANTHAPUR,Kerala2016,0
59,Mini S,SUCI(C),0,Others,41,"Rs 1,64,311 ~ 1 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
60,Mohanambika. D,BSP,0,Post Graduate,50,"Rs 2,15,000 ~ 2 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
61,Mohanraj.t,IND,0,10th Pass,56,"Rs 53,54,965 ~ 53 Lacs+","Rs 2,92,655 ~ 2 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
62,Muraleedharan,IND,0,10th Pass,62,"Rs 22,73,942 ~ 22 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
63,Muraleedharan Nair.d.k,CPI(M),13,Graduate Professional,54,"Rs 98,11,804 ~ 98 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
64,Murukan.a,IND,0,10th Pass,46,"Rs 10,000 ~ 10 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
65,N.a.vahid,IND,0,12th Pass,61,"Rs 12,03,235 ~ 12 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
66,O Rajagopal,BJP,0,Graduate Professional,85,"Rs 19,98,434 ~ 19 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
67,O. Binumon,IND,0,10th Pass,29,"Rs 6,000 ~ 6 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
68,P.k.krishnadas,BJP,2,10th Pass,52,"Rs 62,02,819 ~ 62 Lacs+","Rs 6,25,000 ~ 6 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
69,Palod Ravi,INC,0,Graduate,66,"Rs 71,80,025 ~ 71 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,7
70,Prabhakaran,BSP,0,10th Pass,41,"Rs 3,06,000 ~ 3 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
71,Pramod Kumar,IND,0,10th Pass,38,"Rs 7,23,000 ~ 7 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
72,Prasad.p,IND,0,8th Pass,54,"Rs 22,86,000 ~ 22 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
73,Pratheeshkumar.p,IND,0,10th Pass,33,"Rs 1,07,200 ~ 1 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
74,Praveen Arimbrathodiyil,IND,0,Graduate Professional,32,"Rs 25,88,438 ~ 25 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
75,R Selvaraj,INC,1,10th Pass,67,"Rs 37,39,066 ~ 37 Lacs+","Rs 21,63,620 ~ 21 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
76,R V Nikhil,Bharath Dharma Jana Sena,0,Others,34,"Rs 8,90,442 ~ 8 Lacs+","Rs 3,37,000 ~ 3 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
77,Rajasenan,BJP,0,10th Pass,57,"Rs 1,18,53,795 ~ 1 Crore+","Rs 29,00,000 ~ 29 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
78,Rajesh,BJP,10,Graduate Professional,40,"Rs 99,50,703 ~ 99 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
79,Rajesh.r,IND,0,10th Pass,30,"Rs 10,000 ~ 10 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
80,Raji,BJP,0,12th Pass,33,"Rs 5,61,081 ~ 5 Lacs+","Rs 67,000 ~ 67 Thou+",THIRUVANANTHAPUR,Kerala2016,0
81,Rasheed,IND,0,5th Pass,50,"Rs 25,000 ~ 25 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
82,Raveendran,IND,0,Literate,67,"Rs 48,89,671 ~ 48 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,2
83,Raveendran Nair,IND,0,5th Pass,57,"Rs 31,31,700 ~ 31 Lacs+","Rs 5,00,000 ~ 5 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
84,S. Shaji,Akhila Kerala Trinamool Party,0,Graduate,38,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,7
85,Sabarinadhan.k.s,INC,0,Graduate Professional,32,"Rs 1,12,31,533 ~ 1 Crore+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
86,Sabarinath. G,IND,0,10th Pass,38,"Rs 15,892 ~ 15 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
87,Saileswara Babu.n,IND,0,12th Pass,61,"Rs 44,07,064 ~ 44 Lacs+","Rs 62,000 ~ 62 Thou+",THIRUVANANTHAPUR,Kerala2016,0
88,Saju Ameerdas,IND,0,12th Pass,30,"Rs 22,000 ~ 22 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
89,Salu. R,IND,0,12th Pass,32,"Rs 13,11,970 ~ 13 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
90,Santhini,IND,0,12th Pass,35,Rs 500 ~ 5 Hund+,Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
91,Sarasamma.t,Indian Gandhiyan Party,0,10th Pass,61,"Rs 9,10,000 ~ 9 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
92,Sasikala,IND,0,8th Pass,44,"Rs 2,000 ~ 2 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
93,Satheesh,CPI(M),14,Graduate Professional,45,"Rs 40,23,855 ~ 40 Lacs+","Rs 1,20,000 ~ 1 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
94,Shajahan. S,IND,1,8th Pass,37,"Rs 8,54,000 ~ 8 Lacs+","Rs 15,000 ~ 15 Thou+",THIRUVANANTHAPUR,Kerala2016,0
95,Shakthan N,INC,0,Post Graduate,66,"Rs 79,66,830 ~ 79 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
96,Shamlaja Beevi.b,IND,0,5th Pass,37,"Rs 32,000 ~ 32 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
97,Shibu,IND,0,10th Pass,34,"Rs 1,11,000 ~ 1 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
98,Shibu. G,IND,1,10th Pass,29,"Rs 3,30,000 ~ 3 Lacs+","Rs 42,000 ~ 42 Thou+",THIRUVANANTHAPUR,Kerala2016,0
99,Sivakumar,IND,0,8th Pass,39,"Rs 4,76,000 ~ 4 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
100,Sivakumar Raveendran Nair,IND,0,8th Pass,39,"Rs 3,01,76,000 ~ 3 Crore+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
101,Soman,IND,0,Illiterate,58,"Rs 15,03,925 ~ 15 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,1
102,Sreesanth,BJP,0,10th Pass,33,"Rs 8,24,43,212 ~ 8 Crore+","Rs 1,37,59,096 ~ 1 Crore+",THIRUVANANTHAPUR,Kerala2016,0
103,Sri.t.sarathchandraprasad,INC,2,Graduate Professional,58,"Rs 84,50,195 ~ 84 Lacs+","Rs 25,08,268 ~ 25 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
104,Subi,IND,0,10th Pass,30,"Rs 3,33,505 ~ 3 Lacs+","Rs 2,80,000 ~ 2 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
105,Sudevan,IND,0,10th Pass,40,Rs 700 ~ 7 Hund+,Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
106,Sugathan. S,IND,0,8th Pass,48,"Rs 84,000 ~ 84 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
107,Surendran,BJP,0,10th Pass,47,"Rs 61,35,311 ~ 61 Lacs+","Rs 25,78,000 ~ 25 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
108,Surendran Pillai,IND,0,10th Pass,63,"Rs 9,71,365 ~ 9 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
109,Suseelan,IND,0,10th Pass,63,"Rs 51,000 ~ 51 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
110,T.n. Suresh,Bharath Dharma Jana Sena,0,Graduate,48,"Rs 9,09,47,327 ~ 9 Crore+","Rs 35,16,000 ~ 35 Lacs+",THIRUVANANTHAPUR,Kerala2016,7
111,T.n.seema,CPI(M),5,Doctorate,52,"Rs 92,79,379 ~ 92 Lacs+","Rs 4,57,485 ~ 4 Lacs+",THIRUVANANTHAPUR,Kerala2016,10
112,Thachonam Nizamudeen,SDPI,0,10th Pass,40,"Rs 16,30,000 ~ 16 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
113,V S Sivakumar,INC,0,Graduate Professional,55,"Rs 1,24,59,347 ~ 1 Crore+","Rs 14,79,086 ~ 14 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
114,V Sasi,CPI,1,Graduate,65,"Rs 49,61,854 ~ 49 Lacs+","Rs 8,02,260 ~ 8 Lacs+",THIRUVANANTHAPUR,Kerala2016,7
115,V.muraleedharan,BJP,9,Graduate,57,"Rs 28,46,733 ~ 28 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,7
116,V.selvan,IND,0,8th Pass,44,"Rs 10,20,000 ~ 10 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
117,V.sivankutty,CPI(M),31,Graduate Professional,61,"Rs 68,22,358 ~ 68 Lacs+","Rs 22,03,100 ~ 22 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
118,V.surendran Pillai,JD(U),0,Others,60,"Rs 3,36,50,173 ~ 3 Crore+","Rs 25,00,000 ~ 25 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
119,Varkala Kahar,INC,1,12th Pass,65,"Rs 93,86,930 ~ 93 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
120,Viswananthan,IND,0,Graduate Professional,52,"Rs 31,92,500 ~ 31 Lacs+","Rs 19,22,000 ~ 19 Lacs+",THIRUVANANTHAPUR,Kerala2016,0
121,Vivekanandan,IND,0,8th Pass,68,"Rs 3,27,000 ~ 3 Lacs+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
122,Y.anilkumar,IND,0,12th Pass,30,"Rs 20,000 ~ 20 Thou+",Rs 0 ~,THIRUVANANTHAPUR,Kerala2016,0
0,A C Moideen,CPI(M),9,8th Pass,60,"Rs 80,87,469 ~ 80 Lacs+",Rs 0 ~,THRISSUR,Kerala2016,0
1,A Subramanyan,SDPI,1,10th Pass,52,"Rs 5,26,313 ~ 5 Lacs+","Rs 1,12,000 ~ 1 Lacs+",THRISSUR,Kerala2016,0
2,Abdu Rahmankutty,INC,0,10th Pass,61,"Rs 3,78,78,018 ~ 3 Crore+","Rs 3,77,000 ~ 3 Lacs+",THRISSUR,Kerala2016,0
3,Abdul Kareem P M,Peoples Democratic Party,0,10th Pass,56,"Rs 1,03,23,186 ~ 1 Crore+","Rs 27,80,000 ~ 27 Lacs+",THRISSUR,Kerala2016,0
4,Abdulkader,IND,0,8th Pass,59,"Rs 1,04,70,581 ~ 1 Crore+",Rs 0 ~,THRISSUR,Kerala2016,0
5,Abhayan N A,BSP,0,12th Pass,39,"Rs 28,23,805 ~ 28 Lacs+","Rs 4,00,000 ~ 4 Lacs+",THRISSUR,Kerala2016,0
6,Adv. B Gopalakrishnan,BJP,4,Graduate Professional,53,"Rs 1,11,39,176 ~ 1 Crore+","Rs 8,19,052 ~ 8 Lacs+",THRISSUR,Kerala2016,0
7,Adv. K. Rajan,CPI,4,Graduate Professional,42,"Rs 93,04,540 ~ 93 Lacs+","Rs 5,00,000 ~ 5 Lacs+",THRISSUR,Kerala2016,0
8,Adv. Nivedida,BJP,0,Post Graduate,45,"Rs 7,08,31,818 ~ 7 Crore+","Rs 2,37,287 ~ 2 Lacs+",THRISSUR,Kerala2016,0
9,Adv. Thomas Unniyadan,Kerala Congress (M),0,Graduate Professional,57,"Rs 3,65,09,347 ~ 3 Crore+","Rs 16,54,733 ~ 16 Lacs+",THRISSUR,Kerala2016,0
10,Aneeshkumar K K,BJP,7,Post Graduate,37,"Rs 26,70,176 ~ 26 Lacs+",Rs 0 ~,THRISSUR,Kerala2016,0
11,Anil Akkara,INC,2,12th Pass,43,"Rs 1,20,29,809 ~ 1 Crore+","Rs 19,38,989 ~ 19 Lacs+",THRISSUR,Kerala2016,0
12,Arumughan,Peoples Democratic Party,0,Literate,61,"Rs 2,200 ~ 2 Thou+",Rs 0 ~,THRISSUR,Kerala2016,2
13,Asif Niyas,Peoples Democratic Party,0,8th Pass,34,"Rs 84,013 ~ 84 Thou+",Rs 0 ~,THRISSUR,Kerala2016,0
14,Ayyappan,BSP,0,8th Pass,62,"Rs 20,90,751 ~ 20 Lacs+","Rs 3,00,000 ~ 3 Lacs+",THRISSUR,Kerala2016,0
15,Ayyappan Manaykal,CPI(ML) Red Star,0,8th Pass,53,"Rs 5,28,100 ~ 5 Lacs+","Rs 3,000 ~ 3 Thou+",THRISSUR,Kerala2016,0
